head,detected_correct,detected_parallel,detected_orthogonal,detected_opposite,not_detected,raw_response_prefix
L23_H15,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H16,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H17,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H18,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H19,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H20,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H21,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H22,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H23,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H24,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H25,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H26,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H27,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H28,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H29,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H30,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H31,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L24_H0,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L24_H1,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L24_H2,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L24_H3,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L24_H4,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L24_H5,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L24_H6,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L24_H7,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L24_H8,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
